id,name,tagline,description,votes,website,launch_date,url,topics,makers
1139661,Flare,AI-native voice-first social app for GenZ,"Flare is an AI-native voice-first social app for Gen Z. Capture real moments: photos, short videos, or moods, and your AI Orb uses agents to turn them into memory, identity, and friendship context. No likes, followers, comments, or stranger feed. Just you, your friends, and an Orb that talks back about what matters. A social app you listen to instead of scrolling.",425,https://www.producthunt.com/r/FLBPXYPO7MDZP3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-08T07:01:00Z,https://www.producthunt.com/products/flare-9/launches/flare-12?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Social Media, Artificial Intelligence, YC Application","[REDACTED], [REDACTED]"
1143406,Loova Agents,Your AI director for creating cinematic videos with ease,"Tell Loova your idea in everyday words, and Loova agents act as your personal director to plan, direct, and generate your film. Make scroll-stopping ads, short films, and product videos fast. With an infinite canvas for boundless imagination, Loova Agents make professional video storytelling simple.",415,https://www.producthunt.com/r/4GHN2XBZOGAXZS?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-16T07:01:00Z,https://www.producthunt.com/products/loova-agents/launches/loova-agents-3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Marketing, Artificial Intelligence, Video","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1046734,Wandesk,Build Your Own AI Desktop ,"Wandesk is an AI desktop. Build the apps you need just by describing them. Plug in Claude Code, Codex, DeepSeek, OpenAI, Kimi, Qwen — anything OpenAI-compatible. Apps share context. AI remembers you. All local. No signup.",414,https://www.producthunt.com/r/5A3ODZHHI5HVA6?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-30T07:01:00Z,https://www.producthunt.com/products/wandesk-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Open Source, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED]"
1150124,Emdash,One app. Every coding agent. Open-source.,"Emdash is an open-source desktop app for running multiple coding agents in parallel; one place to monitor sessions, review diffs, and turn issues into PRs.",409,https://www.producthunt.com/r/U7NUCTTEX6BM3I?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-20T07:01:00Z,https://www.producthunt.com/products/emdash?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Open Source, Developer Tools, GitHub","[REDACTED], [REDACTED]"
1130618,Radar,The missing open-source Kubernetes UI,"Radar brings your Kubernetes workflows into one fast, open-source UI: real-time topology, resources, events, Helm, GitOps, live traffic flows, security & best-practice checks, image filesystem inspection, and MCP for AI agents. Run it locally as a single binary or self-host it in-cluster with RBAC + OIDC — no account, agents, or cloud required.",408,https://www.producthunt.com/r/ZVGW24KQL2TDTF?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-03T07:01:00Z,https://www.producthunt.com/products/radar-7/launches/radar-42edb7b0-e388-4fa8-9ba5-4876c2c0d638?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Open Source, Developer Tools, Artificial Intelligence, GitHub","[REDACTED], [REDACTED], [REDACTED]"
1135327,PandaProbe,open source agent engineering platform,"PandaProbe is an open-source agent engineering platform that gives you deep observability into AI agent applications. Use it to trace, evaluate, monitor and debug your AI agents in development and production.",407,https://www.producthunt.com/r/BLAIC7M7XUPFXD?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-03T07:01:00Z,https://www.producthunt.com/products/pandaprobe/launches/pandaprobe-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Open Source, Developer Tools, Artificial Intelligence, GitHub",[REDACTED]
1050396,Genpire,"Make Real Products with AI, literally.","Most AI stops at the idea. Genpire takes it to the factory. Think Lovable, but for consumer goods manufacturing - an agentic platform that turns prompts and sketches into products, collections, and factory-ready specs, then lets you work with your own factory or tap into a vetted network for instant quotation, sampling, and bulk production. One workflow, all the way from an idea to the factory floor. Genpire makes building physical products faster, simpler, and finally accessible to anyone.",407,https://www.producthunt.com/r/SBMCMSDZBENDWN?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-11T07:01:00Z,https://www.producthunt.com/products/genpire-ai/launches/genpire-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Design Tools, Artificial Intelligence, Maker Tools","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1146684,Drizz,"Mobile tests that write, run, and fix themselves","Drizz is an AI-powered mobile test automation platform built around intent-based testing. Simply describe what you want to test in plain English, Drizz executes it on a real device using Vision AI and automatically authors a reusable test case. No scripting, no flaky selectors, no manual maintenance. It adapts to dynamic UIs, integrates with your CI/CD pipeline, and gives your team reliable end-to-end coverage without the overhead.",399,https://www.producthunt.com/r/7JHDW73XTTPZ3A?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-19T07:01:00Z,https://www.producthunt.com/products/drizz-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Developer Tools, Artificial Intelligence, No-Code","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1052099,Graphbit PRFlow,AI code reviewer that catches what others miss,"Your AI teammate that reviews every pull request before it ships. Tested on 10 real projects, PRFlow found 7 critical security issues where competitors found zero. Learns your team's standards over time. Pay per review, not per seat.",398,https://www.producthunt.com/r/K4W36ZSYF7WPLV?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-11T07:01:00Z,https://www.producthunt.com/products/graphbit/launches/graphbit-prflow?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Developer Tools, GitHub","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1144544,PHBench,Predict the next Series A from a ProductHunt launch,"PHBench: the first public benchmark predicting Series A funding from Product Hunt launch signals. We analyzed 67,292 featured launches over 7 years, linked to 528 verified Series A rounds via Crunchbase. Champion model: 4.7x lift over random. Team size × community engagement is the strongest signal; B2B (API, Payments, Fintech) converts at 3x baseline; Rank #1 raises at 2.2x unranked. Dataset, code, and baselines open. Submit at phbench.com and subscribe for weekly high-probability launches.",396,https://www.producthunt.com/r/PGPP6AKDU7CMY4?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-15T07:01:00Z,https://www.producthunt.com/products/vela-terminal/launches/phbench-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Venture Capital, Artificial Intelligence, GitHub, Data, Vercel Day","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1152537,Cleo,The AI PM that runs your team,"Cleo is the AI product manager for founders and lean teams. It lives in Telegram and Slack - learns your tone, knows your team, and runs the PM work (standups, follow-ups, decisions) while you ship the product. What's different: every fact Cleo learns is transparent - you see the source, the confidence, and can confirm or correct it. No black-box memory. Five trust levels, from observer to operator. Free in Telegram. 1 min setup",389,https://www.producthunt.com/r/UEIFHO7XED74LR?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-22T07:01:00Z,https://www.producthunt.com/products/cleo-4?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Artificial Intelligence, Alpha","[REDACTED], [REDACTED]"
1144375,Latitude for Claude Code,See where Claude Code burns tokens. Hit your limits less.,"Trace every Claude Code session. See the full system prompt, every tool call, every subagent, and token cost per turn. One command to install, free, your traces stay in your account. Receive a weekly report with your stats.",385,https://www.producthunt.com/r/SQUMMFO54D7IZ2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-13T07:01:00Z,https://www.producthunt.com/products/latitude-4/launches/latitude-for-claude-code?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,Developer Tools,"[REDACTED], [REDACTED]"
1151095,Gemini Omni,Create anything from any input – starting with video,"Create anything from anything, starting with video. Gemini Omni is where Gemini’s ability to reason meets the ability to create. It delivers a leap in world understanding, multimodality, and editing.",384,https://www.producthunt.com/r/ENOAWGG27PYBQE?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-20T07:01:00Z,https://www.producthunt.com/products/gemini-omni-4?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Artificial Intelligence, Video",[REDACTED]
1130040,Mindra,Agent Teams You Can Actually Delegate To,"Mindra is the command center for your non-sleeping, 24/7 awake agentic team. Explain your task, and Mindra will create the best agentic team for you. Automate your marketing, supply chain and more. With Mindra's built-in governance, human oversight, and support for your existing stack, you can finally trust your agents.",376,https://www.producthunt.com/r/TKXFPMBGKX7BTI?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-04T07:01:00Z,https://www.producthunt.com/products/mindra/launches/mindra?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Marketing, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1136118,Zed 1.0,"High-performance, open source, multiplayer code editor","Fast — Written from scratch in Rust to efficiently leverage multiple CPU cores and your GPU. • Agentic — Run agents in parallel to smoothly edit files, navigate code, and run tools at native speed. • Collaborative — Chat with teammates, code together, and share your screen and project.",375,https://www.producthunt.com/r/UKEMMK6DO2KIXA?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-01T07:01:00Z,https://www.producthunt.com/products/zed/launches/zed-1-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Open Source, Text Editors, Developer Tools, GitHub","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1154343,Yansu,AI that learns how you work and turns it into software,"Yanshu learns from the work you already do. It spots repeated tasks across files, messages, and workflows, then turns the best patterns into apps and automations. No process mapping or blank canvas—just the routines worth systemizing. Use it to automate recurring work, build lightweight internal tools, and speed up daily ops without writing code.",371,https://www.producthunt.com/r/YAPEOVBKBZUMNZ?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-25T07:01:00Z,https://www.producthunt.com/products/yansu?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Artificial Intelligence, Maker Tools","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1157494,Ava 2.0,Your AI BDR that runs outbound sales autonomously,"Ava is an AI BDR that runs your entire outbound on autopilot. She sources leads from 250M+ professionals, runs multi-channel outreach, and books qualified meetings. Fully autonomously.",371,https://www.producthunt.com/r/HMYIC7WZZM3MNU?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-29T07:01:00Z,https://www.producthunt.com/products/artisan-3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Sales, Artificial Intelligence","[REDACTED], [REDACTED]"
1141635,Ghost,"Open-source, self-hosted game servers","Open-source dedicated game server platform. Spin up Minecraft, Valheim, Rust, Palworld, Enshrouded and Terraria on your own Hetzner Cloud account in seconds.",365,https://www.producthunt.com/r/2P6JXG53QD4245?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-09T07:01:00Z,https://www.producthunt.com/products/ghost-8/launches/ghost-8?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Open Source, GitHub, Games",[REDACTED]
1113430,Mantle Chat,Collaboration platform where teams work with AI together,"Mantle Chat helps teams boost productivity and adopt AI faster by bringing real-time messaging, AI model chats, autonomous agents, and tool integrations into one shared workspace. Communicate in Discord/Slack-style channels, mention AI agents and models (GPT, Claude, Gemini, Grok, Deepseek) with @ whenever you need help directly in conversations with teammates, build agents, run autonomous tasks together, and connect 30+ tools (Notion, Linear, Gmail and more) your team already uses.",363,https://www.producthunt.com/r/HNOJTU2EDLNEGN?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-19T07:01:00Z,https://www.producthunt.com/products/mantle-chat?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Productivity, Messaging","[REDACTED], [REDACTED], [REDACTED]"
942860,SUN-to-Spotify ,Generate audio with SUN and send it to your Spotify library,"Download 👉 https://github.com/sunapp-ai/sun-to-spotify SUN-to-Spotify is a skill that lets you generate AI podcasts, audiobooks, and then publish them directly to your Spotify library for streaming or offline listening. Just describe what you want to hear: startup advice, history deep dives, philosophy, news, or custom learning content, and SUN creates a personalized audio experience in minutes. Built for creators, developers, and curious minds exploring the future of AI native audio.",359,https://www.producthunt.com/r/ANMWQJRL3VEODH?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-17T07:01:00Z,https://www.producthunt.com/products/sun-ai/launches/sun-to-spotify?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Education, Artificial Intelligence, Audio","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1137273,Tailgrids 3.0,Open-source React UI library for Tailwind and AI Workflow,"TailGrids 3.0 is a complete rebuild - a modern open-source React UI library and design system that unifies React, Tailwind and Figma. Ship real-world web projects with 600+ components, blocks, and templates for dashboards, AI, ecommerce, SaaS, and marketing sites. Includes CLI install, design tokens for theming, and an MCP server for AI-ready workflows. TypeScript-first, accessible, production-ready, with a Figma kit that mirrors the codebase 1:1",355,https://www.producthunt.com/r/SRA36BX2QALQPN?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-10T07:01:00Z,https://www.producthunt.com/products/tailgrids/launches/tailgrids-3-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Design Tools, Open Source, Developer Tools, GitHub","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1158301,/monitor by Firecrawl,Notify your AI agent when the web changes,/monitor notifies your agent via webhook the moment pages or sites change. Use up to 90% fewer LLM tokens by only ingesting what changes on a page.,350,https://www.producthunt.com/r/RYV3RTT7QJJVGO?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-29T07:01:00Z,https://www.producthunt.com/products/extract-by-firecrawl?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Developer Tools, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED]"
1133619,Flowstep 1.0,AI design engineer. Design & ship real UI.,Flowstep is the AI design engineer for developers and technical designers tired of rebuilding designs in code. Prompt or edit on an infinite canvas. Export production code or connect with your agents and apps via MCP. What you design is exactly what ships.,342,https://www.producthunt.com/r/4ELVP7JK6WNIFY?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-05T07:01:00Z,https://www.producthunt.com/products/flowstep/launches/flowstep-1-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Developer Tools, Artificial Intelligence, Vibe coding","[REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]"
1148000,Mintlify Workflows,Self-updating knowledge bases,"Keep your docs moving as fast as your product. Mintlify Workflows lets teams turn on pre-built automations that update knowledge bases, generate changelogs, maintain translations, and handle repetitive documentation tasks whenever triggered. Instead of chasing every product change manually, teams can set up Workflows once and let Mintlify keep docs accurate, current, and ready for users.",341,https://www.producthunt.com/r/3CNKWNRFX4MONH?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,2026-05-21T07:01:00Z,https://www.producthunt.com/products/mintlify?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+mon_scraper+%28ID%3A+286411%29,"Notes, Developer Tools, Artificial Intelligence","[REDACTED], [REDACTED], [REDACTED], [REDACTED]"
